4,9,Wed,2020-07-01,08:30,7pt,ihg
4,9,Wed,2020-07-01,09:30,gg,arr
4,9,Wed,2020-07-01,10:30,ago,hit
4,9,Wed,2020-07-01,11:30,prd,k1ck
5,9,Tue,2020-07-07,08:30,k1ck,gg
5,9,Tue,2020-07-07,09:30,arr,ago
5,9,Tue,2020-07-07,10:30,7pt,hit
5,9,Tue,2020-07-07,11:30,ihg,prd
5,9,Wed,2020-07-08,08:30,k1ck,arr
5,9,Wed,2020-07-08,09:30,ago,ihg
5,9,Wed,2020-07-08,10:30,prd,7pt
5,9,Wed,2020-07-08,11:30,hit,gg
6,9,Tue,2020-07-14,08:30,7pt,arr
6,9,Tue,2020-07-14,09:30,ihg,k1ck
6,9,Tue,2020-07-14,10:30,hit,prd
6,9,Tue,2020-07-14,11:30,gg,ago
6,9,Wed,2020-07-15,08:30,gg,ihg
6,9,Wed,2020-07-15,09:30,k1ck,7pt
6,9,Wed,2020-07-15,10:30,hit,arr
6,9,Wed,2020-07-15,11:30,prd,ago
7,9,Tue,2020-07-21,08:30,7pt,gg
7,9,Tue,2020-07-21,09:30,arr,prd
7,9,Tue,2020-07-21,10:30,ihg,hit
7,9,Tue,2020-07-21,11:30,k1ck,ago
7,9,Wed,2020-07-22,08:30,hit,k1ck
7,9,Wed,2020-07-22,09:30,prd,gg
7,9,Wed,2020-07-22,10:30,arr,ihg
7,9,Wed,2020-07-22,11:30,ago,7pt
