League,Split,Date,Game,Blue Team,Red Team,First Blood,First Tower,First Dragon,First Inhibitor,First Baron,Winner,Loser
14,17,2020/07/26,1,gs,ryl,gs,gs,gs,gs,,gs,ryl
14,17,2020/07/26,1,fb,gal,gal,fb,gal,gal,gal,gal,fb
14,17,2020/07/26,1,sup,aur,sup,sup,sup,sup,sup,sup,aur
14,17,2020/07/26,1,dp,5r,5r,5r,dp,5r,5r,5r,dp
14,17,2020/08/01,1,aur,5r,5r,5r,aur,5r,5r,5r,aur
14,17,2020/08/01,1,gal,dp,gal,gal,gal,gal,gal,gal,dp
14,17,2020/08/01,1,ryl,fb,fb,fb,fb,fb,fb,fb,ryl
14,17,2020/08/01,1,sup,bjk,sup,sup,sup,sup,sup,sup,bjk
14,17,2020/08/01,1,iw,gs,iw,gs,iw,iw,iw,iw,gs
14,17,2020/08/02,1,gal,aur,gal,gal,,gal,,gal,aur
14,17,2020/08/02,1,ryl,iw,iw,iw,iw,iw,iw,iw,ryl
14,17,2020/08/02,1,gs,sup,gs,sup,sup,sup,sup,sup,gs
14,17,2020/08/02,1,fb,dp,fb,fb,dp,fb,dp,dp,fb
14,17,2020/08/02,1,bjk,5r,bjk,5r,5r,,,5r,bjk
14,17,2020/08/02,1,dp,bjk,dp,dp,dp,dp,dp,dp,bjk
